# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 391:         6.197       51.498      19.50  ARCEN
# 370:         5.377       51.451      22.60  EINDHOVEN
# 331:         4.193       51.480       0.00  THOLEN
# 315:         3.998       51.447       0.00  HANSWEERT
# 324:         4.006       51.596       0.00  STAVENISSE
# 375:         5.707       51.659      22.00  VOLKEL
# 380:         5.762       50.906     114.30  MAASTRICHT
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 310:         3.596       51.442       8.00  VLISSINGEN
# 283:         6.657       52.069      29.10  HUPSEL
# 280:         6.585       53.125       5.20  EELDE
# 273:         5.888       52.703      -3.30  MARKNESSE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 249:         4.979       52.644      -2.40  BERKHOUT
# 377:         5.763       51.198      30.00  ELL
# 316:         3.694       51.657       0.00  SCHAAR
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 348:         4.926       51.970      -0.70  CABAUW
# 308:         3.379       51.381       0.00  CADZAND
# 319:         3.861       51.226       1.70  WESTDORPE
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 278:         6.259       52.435       3.60  HEINO
# 285:         6.399       53.575       0.00  HUIBERTGAT
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 275:         5.873       52.056      48.20  DEELEN
# 235:         4.781       52.928       1.20  DE KOOY
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 290:         6.891       52.274      34.80  TWENTHE
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 210:         4.430       52.171      -0.20  VALKENBURG
# 248:         5.174       52.634       0.80  WIJDENES
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 356:         5.146       51.859       0.70  HERWIJNEN
# 209:         4.518       52.465       0.00  IJMOND
# 265:         5.274       52.130      13.90  SOESTERBERG
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 311:         3.672       51.379       0.00  HOOFDPLAAT
# 242:         4.921       53.241      10.80  VLIELAND
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  391,20111001,    1,  109
  391,20111001,    2,  103
  391,20111001,    3,  101
  391,20111001,    4,   91
  391,20111001,    5,   92
  391,20111001,    6,   82
  391,20111001,    7,  121
  391,20111001,    8,  161
  391,20111001,    9,  184
  391,20111001,   10,  205
  391,20111001,   11,  233
  391,20111001,   12,  246
  391,20111001,   13,  250
  391,20111001,   14,  252
  391,20111001,   15,  254
  391,20111001,   16,  235
  391,20111001,   17,  196
  391,20111001,   18,  167
  391,20111001,   19,  156
  391,20111001,   20,  143
  391,20111001,   21,  132
  391,20111001,   22,  128
  391,20111001,   23,  121
  391,20111001,   24,  112
  391,20111002,    1,  113
  391,20111002,    2,  108
  391,20111002,    3,  102
  391,20111002,    4,  107
  391,20111002,    5,  104
  391,20111002,    6,  104
  391,20111002,    7,  115
  391,20111002,    8,  134
  391,20111002,    9,  167
  391,20111002,   10,  202
  391,20111002,   11,  223
  391,20111002,   12,  235
  391,20111002,   13,  240
  391,20111002,   14,  243
  391,20111002,   15,  244
  391,20111002,   16,  228
  391,20111002,   17,  187
  391,20111002,   18,  157
  391,20111002,   19,  137
  391,20111002,   20,  131
  391,20111002,   21,  124
  391,20111002,   22,  119
  391,20111002,   23,  113
  391,20111002,   24,  109
  391,20111003,    1,  116
  391,20111003,    2,  116
  391,20111003,    3,  117
  391,20111003,    4,  113
  391,20111003,    5,  115
  391,20111003,    6,  112
  391,20111003,    7,  135
  391,20111003,    8,  153
  391,20111003,    9,  185
  391,20111003,   10,  214
  391,20111003,   11,  234
  391,20111003,   12,  248
  391,20111003,   13,  255
  391,20111003,   14,  254
  391,20111003,   15,  244
  391,20111003,   16,  236
  391,20111003,   17,  200
  391,20111003,   18,  174
  391,20111003,   19,  166
  391,20111003,   20,  169
  391,20111003,   21,  175
  391,20111003,   22,  177
  391,20111003,   23,  171
  391,20111003,   24,  168
  391,20111004,    1,  162
  391,20111004,    2,  159
  391,20111004,    3,  157
  391,20111004,    4,  153
  391,20111004,    5,  142
  391,20111004,    6,  153
  391,20111004,    7,  155
  391,20111004,    8,  163
  391,20111004,    9,  165
  391,20111004,   10,  165
  391,20111004,   11,  166
  391,20111004,   12,  181
  391,20111004,   13,  176
  391,20111004,   14,  184
  391,20111004,   15,  188
  391,20111004,   16,  185
  391,20111004,   17,  167
  391,20111004,   18,  142
  391,20111004,   19,  153
  391,20111004,   20,  165
  391,20111004,   21,  167
  391,20111004,   22,  165
  391,20111004,   23,  159
  391,20111004,   24,  155
  391,20111005,    1,  161
  391,20111005,    2,  162
  391,20111005,    3,  161
  391,20111005,    4,  161
  391,20111005,    5,  158
  391,20111005,    6,  158
  391,20111005,    7,  159
  391,20111005,    8,  163
  391,20111005,    9,  165
  391,20111005,   10,  174
  391,20111005,   11,  176
  391,20111005,   12,  176
  391,20111005,   13,  185
  391,20111005,   14,  185
  391,20111005,   15,  185
  391,20111005,   16,  180
  391,20111005,   17,  174
  391,20111005,   18,  175
  391,20111005,   19,  172
  391,20111005,   20,  171
  391,20111005,   21,  171
  391,20111005,   22,  169
  391,20111005,   23,  167
  391,20111005,   24,  165
  391,20111006,    1,  168
  391,20111006,    2,  165
  391,20111006,    3,  167
  391,20111006,    4,  169
  391,20111006,    5,  158
  391,20111006,    6,  155
  391,20111006,    7,  153
  391,20111006,    8,  152
  391,20111006,    9,  163
  391,20111006,   10,  135
  391,20111006,   11,  135
  391,20111006,   12,  143
  391,20111006,   13,  146
  391,20111006,   14,  139
  391,20111006,   15,  133
  391,20111006,   16,  128
  391,20111006,   17,  121
  391,20111006,   18,  105
  391,20111006,   19,  102
  391,20111006,   20,   97
  391,20111006,   21,   94
  391,20111006,   22,   95
  391,20111006,   23,   81
  391,20111006,   24,   90
  391,20111007,    1,   88
  391,20111007,    2,   79
  391,20111007,    3,   76
  391,20111007,    4,   78
  391,20111007,    5,   80
  391,20111007,    6,   81
  391,20111007,    7,   83
  391,20111007,    8,   90
  391,20111007,    9,  106
  391,20111007,   10,  123
  391,20111007,   11,  123
  391,20111007,   12,  125
  391,20111007,   13,  129
  391,20111007,   14,  130
  391,20111007,   15,  108
  391,20111007,   16,  108
  391,20111007,   17,   99
  391,20111007,   18,  100
  391,20111007,   19,  100
  391,20111007,   20,   99
  391,20111007,   21,   98
  391,20111007,   22,   95
  391,20111007,   23,   86
  391,20111007,   24,   82
  391,20111008,    1,   81
  391,20111008,    2,   80
  391,20111008,    3,   77
  391,20111008,    4,   74
  391,20111008,    5,   71
  391,20111008,    6,   66
  391,20111008,    7,   82
  391,20111008,    8,   94
  391,20111008,    9,  111
  391,20111008,   10,  116
  391,20111008,   11,  113
  391,20111008,   12,  125
  391,20111008,   13,  118
  391,20111008,   14,  117
  391,20111008,   15,  107
  391,20111008,   16,   98
  391,20111008,   17,   95
  391,20111008,   18,   81
  391,20111008,   19,   75
  391,20111008,   20,   66
  391,20111008,   21,   58
  391,20111008,   22,   68
  391,20111008,   23,   69
  391,20111008,   24,   72
  391,20111009,    1,   74
  391,20111009,    2,   72
  391,20111009,    3,   63
  391,20111009,    4,   37
  391,20111009,    5,   44
  391,20111009,    6,   55
  391,20111009,    7,   56
  391,20111009,    8,   72
  391,20111009,    9,   79
  391,20111009,   10,   94
  391,20111009,   11,  113
  391,20111009,   12,  130
  391,20111009,   13,  136
  391,20111009,   14,  130
  391,20111009,   15,  117
  391,20111009,   16,  113
  391,20111009,   17,  113
  391,20111009,   18,  116
  391,20111009,   19,  121
  391,20111009,   20,  128
  391,20111009,   21,  137
  391,20111009,   22,  145
  391,20111009,   23,  156
  391,20111009,   24,  159
