# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 391:         6.197       51.498      19.50  ARCEN
# 370:         5.377       51.451      22.60  EINDHOVEN
# 331:         4.193       51.480       0.00  THOLEN
# 315:         3.998       51.447       0.00  HANSWEERT
# 324:         4.006       51.596       0.00  STAVENISSE
# 375:         5.707       51.659      22.00  VOLKEL
# 380:         5.762       50.906     114.30  MAASTRICHT
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 310:         3.596       51.442       8.00  VLISSINGEN
# 283:         6.657       52.069      29.10  HUPSEL
# 280:         6.585       53.125       5.20  EELDE
# 273:         5.888       52.703      -3.30  MARKNESSE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 249:         4.979       52.644      -2.40  BERKHOUT
# 377:         5.763       51.198      30.00  ELL
# 316:         3.694       51.657       0.00  SCHAAR
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 348:         4.926       51.970      -0.70  CABAUW
# 308:         3.379       51.381       0.00  CADZAND
# 319:         3.861       51.226       1.70  WESTDORPE
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 278:         6.259       52.435       3.60  HEINO
# 285:         6.399       53.575       0.00  HUIBERTGAT
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 275:         5.873       52.056      48.20  DEELEN
# 235:         4.781       52.928       1.20  DE KOOY
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 290:         6.891       52.274      34.80  TWENTHE
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 210:         4.430       52.171      -0.20  VALKENBURG
# 248:         5.174       52.634       0.80  WIJDENES
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 356:         5.146       51.859       0.70  HERWIJNEN
# 209:         4.518       52.465       0.00  IJMOND
# 265:         5.274       52.130      13.90  SOESTERBERG
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 311:         3.672       51.379       0.00  HOOFDPLAAT
# 242:         4.921       53.241      10.80  VLIELAND
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  391,20150401,    1,   57
  391,20150401,    2,   55
  391,20150401,    3,   53
  391,20150401,    4,   50
  391,20150401,    5,   38
  391,20150401,    6,   36
  391,20150401,    7,   46
  391,20150401,    8,   56
  391,20150401,    9,   64
  391,20150401,   10,   41
  391,20150401,   11,   68
  391,20150401,   12,   71
  391,20150401,   13,   76
  391,20150401,   14,   78
  391,20150401,   15,   89
  391,20150401,   16,   89
  391,20150401,   17,   84
  391,20150401,   18,   76
  391,20150401,   19,   77
  391,20150401,   20,   74
  391,20150401,   21,   76
  391,20150401,   22,   71
  391,20150401,   23,   62
  391,20150401,   24,   57
  391,20150402,    1,   58
  391,20150402,    2,   57
  391,20150402,    3,   57
  391,20150402,    4,   58
  391,20150402,    5,   60
  391,20150402,    6,   49
  391,20150402,    7,   49
  391,20150402,    8,   56
  391,20150402,    9,   62
  391,20150402,   10,   72
  391,20150402,   11,   80
  391,20150402,   12,   72
  391,20150402,   13,   89
  391,20150402,   14,   90
  391,20150402,   15,   83
  391,20150402,   16,   79
  391,20150402,   17,   75
  391,20150402,   18,   67
  391,20150402,   19,   53
  391,20150402,   20,   43
  391,20150402,   21,   40
  391,20150402,   22,   30
  391,20150402,   23,   39
  391,20150402,   24,   42
  391,20150403,    1,   41
  391,20150403,    2,   42
  391,20150403,    3,   42
  391,20150403,    4,   40
  391,20150403,    5,   38
  391,20150403,    6,   44
  391,20150403,    7,   55
  391,20150403,    8,   62
  391,20150403,    9,   68
  391,20150403,   10,   74
  391,20150403,   11,   82
  391,20150403,   12,   89
  391,20150403,   13,   94
  391,20150403,   14,  101
  391,20150403,   15,   97
  391,20150403,   16,   99
  391,20150403,   17,   95
  391,20150403,   18,   89
  391,20150403,   19,   76
  391,20150403,   20,   73
  391,20150403,   21,   73
  391,20150403,   22,   72
  391,20150403,   23,   72
  391,20150403,   24,   69
  391,20150404,    1,   66
  391,20150404,    2,   64
  391,20150404,    3,   52
  391,20150404,    4,   47
  391,20150404,    5,   45
  391,20150404,    6,   35
  391,20150404,    7,   28
  391,20150404,    8,   31
  391,20150404,    9,   48
  391,20150404,   10,   59
  391,20150404,   11,   65
  391,20150404,   12,   85
  391,20150404,   13,   80
  391,20150404,   14,   83
  391,20150404,   15,   83
  391,20150404,   16,   90
  391,20150404,   17,   83
  391,20150404,   18,   69
  391,20150404,   19,   61
  391,20150404,   20,   40
  391,20150404,   21,   30
  391,20150404,   22,   28
  391,20150404,   23,   20
  391,20150404,   24,    9
  391,20150405,    1,   11
  391,20150405,    2,    8
  391,20150405,    3,   -1
  391,20150405,    4,  -15
  391,20150405,    5,  -17
  391,20150405,    6,  -12
  391,20150405,    7,   23
  391,20150405,    8,   54
  391,20150405,    9,   69
  391,20150405,   10,   84
  391,20150405,   11,   91
  391,20150405,   12,   97
  391,20150405,   13,  110
  391,20150405,   14,  113
  391,20150405,   15,  109
  391,20150405,   16,  102
  391,20150405,   17,  103
  391,20150405,   18,   96
  391,20150405,   19,   66
  391,20150405,   20,   47
  391,20150405,   21,   51
  391,20150405,   22,   54
  391,20150405,   23,   53
  391,20150405,   24,   33
  391,20150406,    1,   24
  391,20150406,    2,   17
  391,20150406,    3,   26
  391,20150406,    4,   33
  391,20150406,    5,   37
  391,20150406,    6,   43
  391,20150406,    7,   48
  391,20150406,    8,   56
  391,20150406,    9,   66
  391,20150406,   10,   78
  391,20150406,   11,   83
  391,20150406,   12,   88
  391,20150406,   13,   95
  391,20150406,   14,  104
  391,20150406,   15,  100
  391,20150406,   16,   98
  391,20150406,   17,  100
  391,20150406,   18,   87
  391,20150406,   19,   55
  391,20150406,   20,   33
  391,20150406,   21,   22
  391,20150406,   22,   14
  391,20150406,   23,    6
  391,20150406,   24,    1
  391,20150407,    1,   -2
  391,20150407,    2,  -10
  391,20150407,    3,  -13
  391,20150407,    4,  -11
  391,20150407,    5,   -5
  391,20150407,    6,    2
  391,20150407,    7,   13
  391,20150407,    8,   47
  391,20150407,    9,   86
  391,20150407,   10,  108
  391,20150407,   11,  113
  391,20150407,   12,  126
  391,20150407,   13,  123
  391,20150407,   14,  127
  391,20150407,   15,  129
  391,20150407,   16,  122
  391,20150407,   17,  122
  391,20150407,   18,  113
  391,20150407,   19,   83
  391,20150407,   20,   61
  391,20150407,   21,   64
  391,20150407,   22,   48
  391,20150407,   23,   39
  391,20150407,   24,   30
  391,20150408,    1,   23
  391,20150408,    2,   38
  391,20150408,    3,   48
  391,20150408,    4,   54
  391,20150408,    5,   59
  391,20150408,    6,   64
  391,20150408,    7,   68
  391,20150408,    8,   71
  391,20150408,    9,   78
  391,20150408,   10,   90
  391,20150408,   11,   99
  391,20150408,   12,  115
  391,20150408,   13,  118
  391,20150408,   14,  128
  391,20150408,   15,  134
  391,20150408,   16,  130
  391,20150408,   17,  129
  391,20150408,   18,  113
  391,20150408,   19,   79
  391,20150408,   20,   66
  391,20150408,   21,   54
  391,20150408,   22,   44
  391,20150408,   23,   60
  391,20150408,   24,   65
  391,20150409,    1,   64
  391,20150409,    2,   45
  391,20150409,    3,   50
  391,20150409,    4,   35
  391,20150409,    5,   29
  391,20150409,    6,   35
  391,20150409,    7,   80
  391,20150409,    8,  102
  391,20150409,    9,  131
  391,20150409,   10,  150
  391,20150409,   11,  172
  391,20150409,   12,  176
  391,20150409,   13,  186
  391,20150409,   14,  191
  391,20150409,   15,  186
  391,20150409,   16,  192
  391,20150409,   17,  182
  391,20150409,   18,  154
  391,20150409,   19,  116
  391,20150409,   20,   95
  391,20150409,   21,   82
  391,20150409,   22,   70
  391,20150409,   23,   62
  391,20150409,   24,   55
  391,20150410,    1,   48
  391,20150410,    2,   47
  391,20150410,    3,   39
  391,20150410,    4,   33
  391,20150410,    5,   34
  391,20150410,    6,   49
  391,20150410,    7,   80
  391,20150410,    8,  118
  391,20150410,    9,  153
  391,20150410,   10,  174
  391,20150410,   11,  185
  391,20150410,   12,  194
  391,20150410,   13,  206
  391,20150410,   14,  223
  391,20150410,   15,  229
  391,20150410,   16,  212
  391,20150410,   17,  199
  391,20150410,   18,  170
  391,20150410,   19,  129
  391,20150410,   20,  110
  391,20150410,   21,  103
  391,20150410,   22,   91
  391,20150410,   23,   90
  391,20150410,   24,  107
  391,20150411,    1,  114
  391,20150411,    2,  116
  391,20150411,    3,  115
  391,20150411,    4,  122
  391,20150411,    5,  110
  391,20150411,    6,  124
  391,20150411,    7,  137
  391,20150411,    8,  152
  391,20150411,    9,  144
  391,20150411,   10,  130
  391,20150411,   11,  112
  391,20150411,   12,  125
  391,20150411,   13,  142
  391,20150411,   14,  143
  391,20150411,   15,  140
  391,20150411,   16,  129
  391,20150411,   17,   85
  391,20150411,   18,   85
  391,20150411,   19,   64
  391,20150411,   20,   48
  391,20150411,   21,   39
  391,20150411,   22,   39
  391,20150411,   23,   36
  391,20150411,   24,   32
  391,20150412,    1,   31
  391,20150412,    2,   32
  391,20150412,    3,   32
  391,20150412,    4,   28
  391,20150412,    5,   28
  391,20150412,    6,   40
  391,20150412,    7,   70
  391,20150412,    8,   89
  391,20150412,    9,  108
  391,20150412,   10,  122
  391,20150412,   11,  131
  391,20150412,   12,  140
  391,20150412,   13,  151
  391,20150412,   14,  154
  391,20150412,   15,  161
  391,20150412,   16,  159
  391,20150412,   17,  155
  391,20150412,   18,  148
  391,20150412,   19,  136
  391,20150412,   20,  135
  391,20150412,   21,  138
  391,20150412,   22,  139
  391,20150412,   23,  130
  391,20150412,   24,  119
  391,20150413,    1,   99
  391,20150413,    2,   90
