# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 391:         6.197       51.498      19.50  ARCEN
# 370:         5.377       51.451      22.60  EINDHOVEN
# 331:         4.193       51.480       0.00  THOLEN
# 315:         3.998       51.447       0.00  HANSWEERT
# 324:         4.006       51.596       0.00  STAVENISSE
# 375:         5.707       51.659      22.00  VOLKEL
# 380:         5.762       50.906     114.30  MAASTRICHT
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 310:         3.596       51.442       8.00  VLISSINGEN
# 283:         6.657       52.069      29.10  HUPSEL
# 280:         6.585       53.125       5.20  EELDE
# 273:         5.888       52.703      -3.30  MARKNESSE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 249:         4.979       52.644      -2.40  BERKHOUT
# 377:         5.763       51.198      30.00  ELL
# 316:         3.694       51.657       0.00  SCHAAR
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 348:         4.926       51.970      -0.70  CABAUW
# 308:         3.379       51.381       0.00  CADZAND
# 319:         3.861       51.226       1.70  WESTDORPE
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 278:         6.259       52.435       3.60  HEINO
# 285:         6.399       53.575       0.00  HUIBERTGAT
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 275:         5.873       52.056      48.20  DEELEN
# 235:         4.781       52.928       1.20  DE KOOY
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 290:         6.891       52.274      34.80  TWENTHE
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 210:         4.430       52.171      -0.20  VALKENBURG
# 248:         5.174       52.634       0.80  WIJDENES
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 356:         5.146       51.859       0.70  HERWIJNEN
# 209:         4.518       52.465       0.00  IJMOND
# 265:         5.274       52.130      13.90  SOESTERBERG
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 311:         3.672       51.379       0.00  HOOFDPLAAT
# 242:         4.921       53.241      10.80  VLIELAND
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  391,20131201,    1,   45
  391,20131201,    2,   40
  391,20131201,    3,   33
  391,20131201,    4,   33
  391,20131201,    5,   31
  391,20131201,    6,   38
  391,20131201,    7,   41
  391,20131201,    8,   45
  391,20131201,    9,   48
  391,20131201,   10,   56
  391,20131201,   11,   74
  391,20131201,   12,   85
  391,20131201,   13,   87
  391,20131201,   14,   87
  391,20131201,   15,   83
  391,20131201,   16,   78
  391,20131201,   17,   64
  391,20131201,   18,   71
  391,20131201,   19,   71
  391,20131201,   20,   67
  391,20131201,   21,   69
  391,20131201,   22,   66
  391,20131201,   23,   67
  391,20131201,   24,   58
  391,20131202,    1,   58
  391,20131202,    2,   64
  391,20131202,    3,   63
  391,20131202,    4,   61
  391,20131202,    5,   50
  391,20131202,    6,   37
  391,20131202,    7,   28
  391,20131202,    8,   24
  391,20131202,    9,   50
  391,20131202,   10,   69
  391,20131202,   11,   76
  391,20131202,   12,   77
  391,20131202,   13,   79
  391,20131202,   14,   73
  391,20131202,   15,   61
  391,20131202,   16,   42
  391,20131202,   17,   37
  391,20131202,   18,   26
  391,20131202,   19,   24
  391,20131202,   20,   26
  391,20131202,   21,   23
  391,20131202,   22,   30
  391,20131202,   23,   23
  391,20131202,   24,   14
  391,20131203,    1,   -6
  391,20131203,    2,   -7
  391,20131203,    3,   -6
  391,20131203,    4,   -8
  391,20131203,    5,  -14
  391,20131203,    6,  -18
  391,20131203,    7,  -14
  391,20131203,    8,  -18
  391,20131203,    9,    6
  391,20131203,   10,   21
  391,20131203,   11,   27
  391,20131203,   12,   13
  391,20131203,   13,   13
  391,20131203,   14,   17
  391,20131203,   15,   18
  391,20131203,   16,   17
  391,20131203,   17,   11
  391,20131203,   18,   12
  391,20131203,   19,   10
  391,20131203,   20,    6
  391,20131203,   21,    7
  391,20131203,   22,    3
  391,20131203,   23,   -3
  391,20131203,   24,   -9
  391,20131204,    1,   -4
  391,20131204,    2,    2
  391,20131204,    3,    7
  391,20131204,    4,   11
  391,20131204,    5,   16
  391,20131204,    6,   20
  391,20131204,    7,   26
  391,20131204,    8,   31
  391,20131204,    9,   36
  391,20131204,   10,   45
  391,20131204,   11,   53
  391,20131204,   12,   59
  391,20131204,   13,   62
  391,20131204,   14,   63
  391,20131204,   15,   60
  391,20131204,   16,   61
  391,20131204,   17,   69
  391,20131204,   18,   66
  391,20131204,   19,   50
  391,20131204,   20,   33
  391,20131204,   21,   29
  391,20131204,   22,   18
  391,20131204,   23,   11
  391,20131204,   24,   10
  391,20131205,    1,   11
  391,20131205,    2,    8
  391,20131205,    3,    9
  391,20131205,    4,   11
  391,20131205,    5,   12
  391,20131205,    6,   14
  391,20131205,    7,   17
  391,20131205,    8,   22
  391,20131205,    9,   27
  391,20131205,   10,   33
  391,20131205,   11,   45
  391,20131205,   12,   49
  391,20131205,   13,   52
  391,20131205,   14,   54
  391,20131205,   15,   66
  391,20131205,   16,   68
  391,20131205,   17,   72
  391,20131205,   18,   57
  391,20131205,   19,   55
  391,20131205,   20,   45
  391,20131205,   21,   33
  391,20131205,   22,   30
  391,20131205,   23,   32
  391,20131205,   24,   29
  391,20131206,    1,   10
  391,20131206,    2,   13
  391,20131206,    3,   14
  391,20131206,    4,   16
  391,20131206,    5,   10
  391,20131206,    6,    6
  391,20131206,    7,    4
  391,20131206,    8,    9
  391,20131206,    9,   13
  391,20131206,   10,   18
  391,20131206,   11,   23
  391,20131206,   12,   30
  391,20131206,   13,   30
  391,20131206,   14,   33
  391,20131206,   15,   30
  391,20131206,   16,   28
  391,20131206,   17,   33
