# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 391:         6.197       51.498      19.50  ARCEN
# 370:         5.377       51.451      22.60  EINDHOVEN
# 331:         4.193       51.480       0.00  THOLEN
# 315:         3.998       51.447       0.00  HANSWEERT
# 324:         4.006       51.596       0.00  STAVENISSE
# 375:         5.707       51.659      22.00  VOLKEL
# 380:         5.762       50.906     114.30  MAASTRICHT
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 310:         3.596       51.442       8.00  VLISSINGEN
# 283:         6.657       52.069      29.10  HUPSEL
# 280:         6.585       53.125       5.20  EELDE
# 273:         5.888       52.703      -3.30  MARKNESSE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 249:         4.979       52.644      -2.40  BERKHOUT
# 377:         5.763       51.198      30.00  ELL
# 316:         3.694       51.657       0.00  SCHAAR
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 348:         4.926       51.970      -0.70  CABAUW
# 308:         3.379       51.381       0.00  CADZAND
# 319:         3.861       51.226       1.70  WESTDORPE
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 278:         6.259       52.435       3.60  HEINO
# 285:         6.399       53.575       0.00  HUIBERTGAT
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 275:         5.873       52.056      48.20  DEELEN
# 235:         4.781       52.928       1.20  DE KOOY
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 290:         6.891       52.274      34.80  TWENTHE
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 210:         4.430       52.171      -0.20  VALKENBURG
# 248:         5.174       52.634       0.80  WIJDENES
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 356:         5.146       51.859       0.70  HERWIJNEN
# 209:         4.518       52.465       0.00  IJMOND
# 265:         5.274       52.130      13.90  SOESTERBERG
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 311:         3.672       51.379       0.00  HOOFDPLAAT
# 242:         4.921       53.241      10.80  VLIELAND
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    P
# 
  391,20101101,    1,     
  391,20101101,    2,     
  391,20101101,    3,     
  391,20101101,    4,     
  391,20101101,    5,     
  391,20101101,    6,     
  391,20101101,    7,     
  391,20101101,    8,     
  391,20101101,    9,     
  391,20101101,   10,     
  391,20101101,   11,     
  391,20101101,   12,     
  391,20101101,   13,     
  391,20101101,   14,     
  391,20101101,   15,     
  391,20101101,   16,     
  391,20101101,   17,     
  391,20101101,   18,     
  391,20101101,   19,     
  391,20101101,   20,     
  391,20101101,   21,     
  391,20101101,   22,     
  391,20101101,   23,     
  391,20101101,   24,     
  391,20101102,    1,     
  391,20101102,    2,     
  391,20101102,    3,     
  391,20101102,    4,     
  391,20101102,    5,     
  391,20101102,    6,     
  391,20101102,    7,     
  391,20101102,    8,     
  391,20101102,    9,     
  391,20101102,   10,     
  391,20101102,   11,     
  391,20101102,   12,     
  391,20101102,   13,     
  391,20101102,   14,     
  391,20101102,   15,     
  391,20101102,   16,     
  391,20101102,   17,     
  391,20101102,   18,     
  391,20101102,   19,     
  391,20101102,   20,     
  391,20101102,   21,     
  391,20101102,   22,     
  391,20101102,   23,     
  391,20101102,   24,     
  391,20101103,    1,     
  391,20101103,    2,     
  391,20101103,    3,     
  391,20101103,    4,     
  391,20101103,    5,     
  391,20101103,    6,     
  391,20101103,    7,     
  391,20101103,    8,     
  391,20101103,    9,     
  391,20101103,   10,     
  391,20101103,   11,     
  391,20101103,   12,     
  391,20101103,   13,     
  391,20101103,   14,     
  391,20101103,   15,     
  391,20101103,   16,     
  391,20101103,   17,     
  391,20101103,   18,     
  391,20101103,   19,     
  391,20101103,   20,     
  391,20101103,   21,     
  391,20101103,   22,     
  391,20101103,   23,     
  391,20101103,   24,     
  391,20101104,    1,     
  391,20101104,    2,     
  391,20101104,    3,     
  391,20101104,    4,     
  391,20101104,    5,     
  391,20101104,    6,     
  391,20101104,    7,     
  391,20101104,    8,     
  391,20101104,    9,     
  391,20101104,   10,     
  391,20101104,   11,     
  391,20101104,   12,     
  391,20101104,   13,     
  391,20101104,   14,     
  391,20101104,   15,     
  391,20101104,   16,     
  391,20101104,   17,     
  391,20101104,   18,     
  391,20101104,   19,     
  391,20101104,   20,     
  391,20101104,   21,     
  391,20101104,   22,     
  391,20101104,   23,     
  391,20101104,   24,     
  391,20101105,    1,     
  391,20101105,    2,     
  391,20101105,    3,     
  391,20101105,    4,     
  391,20101105,    5,     
  391,20101105,    6,     
  391,20101105,    7,     
  391,20101105,    8,     
  391,20101105,    9,     
  391,20101105,   10,     
  391,20101105,   11,     
  391,20101105,   12,     
  391,20101105,   13,     
  391,20101105,   14,     
  391,20101105,   15,     
  391,20101105,   16,     
  391,20101105,   17,     
  391,20101105,   18,     
  391,20101105,   19,     
  391,20101105,   20,     
  391,20101105,   21,     
  391,20101105,   22,     
  391,20101105,   23,     
  391,20101105,   24,     
  391,20101106,    1,     
  391,20101106,    2,     
  391,20101106,    3,     
  391,20101106,    4,     
  391,20101106,    5,     
  391,20101106,    6,     
  391,20101106,    7,     
  391,20101106,    8,     
  391,20101106,    9,     
  391,20101106,   10,     
  391,20101106,   11,     
  391,20101106,   12,     
  391,20101106,   13,     
  391,20101106,   14,     
  391,20101106,   15,     
  391,20101106,   16,     
  391,20101106,   17,     
  391,20101106,   18,     
  391,20101106,   19,     
  391,20101106,   20,     
  391,20101106,   21,     
  391,20101106,   22,     
  391,20101106,   23,     
  391,20101106,   24,     
  391,20101107,    1,     
  391,20101107,    2,     
  391,20101107,    3,     
  391,20101107,    4,     
  391,20101107,    5,     
  391,20101107,    6,     
  391,20101107,    7,     
  391,20101107,    8,     
  391,20101107,    9,     
  391,20101107,   10,     
  391,20101107,   11,     
  391,20101107,   12,     
  391,20101107,   13,     
  391,20101107,   14,     
  391,20101107,   15,     
  391,20101107,   16,     
  391,20101107,   17,     
  391,20101107,   18,     
  391,20101107,   19,     
  391,20101107,   20,     
  391,20101107,   21,     
  391,20101107,   22,     
  391,20101107,   23,     
  391,20101107,   24,     
  391,20101108,    1,     
  391,20101108,    2,     
  391,20101108,    3,     
  391,20101108,    4,     
  391,20101108,    5,     
  391,20101108,    6,     
  391,20101108,    7,     
  391,20101108,    8,     
  391,20101108,    9,     
  391,20101108,   10,     
  391,20101108,   11,     
  391,20101108,   12,     
  391,20101108,   13,     
  391,20101108,   14,     
  391,20101108,   15,     
  391,20101108,   16,     
  391,20101108,   17,     
  391,20101108,   18,     
  391,20101108,   19,     
  391,20101108,   20,     
  391,20101108,   21,     
  391,20101108,   22,     
  391,20101108,   23,     
  391,20101108,   24,     
  391,20101109,    1,     
  391,20101109,    2,     
  391,20101109,    3,     
  391,20101109,    4,     
  391,20101109,    5,     
  391,20101109,    6,     
  391,20101109,    7,     
  391,20101109,    8,     
  391,20101109,    9,     
  391,20101109,   10,     
  391,20101109,   11,     
  391,20101109,   12,     
  391,20101109,   13,     
  391,20101109,   14,     
  391,20101109,   15,     
  391,20101109,   16,     
  391,20101109,   17,     
  391,20101109,   18,     
  391,20101109,   19,     
  391,20101109,   20,     
  391,20101109,   21,     
  391,20101109,   22,     
  391,20101109,   23,     
  391,20101109,   24,     
  391,20101110,    1,     
  391,20101110,    2,     
  391,20101110,    3,     
  391,20101110,    4,     
  391,20101110,    5,     
  391,20101110,    6,     
  391,20101110,    7,     
  391,20101110,    8,     
  391,20101110,    9,     
  391,20101110,   10,     
  391,20101110,   11,     
  391,20101110,   12,     
  391,20101110,   13,     
  391,20101110,   14,     
  391,20101110,   15,     
  391,20101110,   16,     
  391,20101110,   17,     
  391,20101110,   18,     
  391,20101110,   19,     
  391,20101110,   20,     
  391,20101110,   21,     
  391,20101110,   22,     
  391,20101110,   23,     
  391,20101110,   24,     
  391,20101111,    1,     
  391,20101111,    2,     
  391,20101111,    3,     
  391,20101111,    4,     
  391,20101111,    5,     
  391,20101111,    6,     
  391,20101111,    7,     
  391,20101111,    8,     
  391,20101111,    9,     
  391,20101111,   10,     
  391,20101111,   11,     
  391,20101111,   12,     
  391,20101111,   13,     
  391,20101111,   14,     
  391,20101111,   15,     
  391,20101111,   16,     
  391,20101111,   17,     
  391,20101111,   18,     
  391,20101111,   19,     
  391,20101111,   20,     
  391,20101111,   21,     
  391,20101111,   22,     
  391,20101111,   23,     
  391,20101111,   24,     
  391,20101112,    1,     
  391,20101112,    2,     
  391,20101112,    3,     
  391,20101112,    4,     
  391,20101112,    5,     
  391,20101112,    6,     
  391,20101112,    7,     
  391,20101112,    8,     
  391,20101112,    9,     
  391,20101112,   10,     
  391,20101112,   11,     
  391,20101112,   12,     
  391,20101112,   13,     
  391,20101112,   14,     
  391,20101112,   15,     
  391,20101112,   16,     
  391,20101112,   17,     
  391,20101112,   18,     
  391,20101112,   19,     
  391,20101112,   20,     
  391,20101112,   21,     
  391,20101112,   22,     
  391,20101112,   23,     
  391,20101112,   24,     
  391,20101113,    1,     
  391,20101113,    2,     
  391,20101113,    3,     
  391,20101113,    4,     
  391,20101113,    5,     
  391,20101113,    6,     
  391,20101113,    7,     
  391,20101113,    8,     
  391,20101113,    9,     
  391,20101113,   10,     
  391,20101113,   11,     
  391,20101113,   12,     
  391,20101113,   13,     
  391,20101113,   14,     
  391,20101113,   15,     
  391,20101113,   16,     
  391,20101113,   17,     
  391,20101113,   18,     
  391,20101113,   19,     
  391,20101113,   20,     
  391,20101113,   21,     
  391,20101113,   22,     
  391,20101113,   23,     
  391,20101113,   24,     
  391,20101114,    1,     
  391,20101114,    2,     
  391,20101114,    3,     
  391,20101114,    4,     
  391,20101114,    5,     
  391,20101114,    6,     
  391,20101114,    7,     
  391,20101114,    8,     
  391,20101114,    9,     
  391,20101114,   10,     
  391,20101114,   11,     
  391,20101114,   12,     
  391,20101114,   13,     
  391,20101114,   14,     
  391,20101114,   15,     
  391,20101114,   16,     
  391,20101114,   17,     
  391,20101114,   18,     
  391,20101114,   19,     
  391,20101114,   20,     
  391,20101114,   21,     
  391,20101114,   22,     
  391,20101114,   23,     
  391,20101114,   24,     
  391,20101115,    1,     
  391,20101115,    2,     
  391,20101115,    3,     
  391,20101115,    4,     
  391,20101115,    5,     
  391,20101115,    6,     
  391,20101115,    7,     
  391,20101115,    8,     
  391,20101115,    9,     
  391,20101115,   10,     
  391,20101115,   11,     
  391,20101115,   12,     
  391,20101115,   13,     
  391,20101115,   14,     
  391,20101115,   15,     
  391,20101115,   16,     
  391,20101115,   17,     
  391,20101115,   18,     
  391,20101115,   19,     
  391,20101115,   20,     
  391,20101115,   21,     
  391,20101115,   22,     
  391,20101115,   23,     
  391,20101115,   24,     
  391,20101116,    1,     
  391,20101116,    2,     
  391,20101116,    3,     
  391,20101116,    4,     
  391,20101116,    5,     
  391,20101116,    6,     
  391,20101116,    7,     
  391,20101116,    8,     
  391,20101116,    9,     
  391,20101116,   10,     
  391,20101116,   11,     
  391,20101116,   12,     
  391,20101116,   13,     
  391,20101116,   14,     
  391,20101116,   15,     
  391,20101116,   16,     
  391,20101116,   17,     
  391,20101116,   18,     
  391,20101116,   19,     
  391,20101116,   20,     
  391,20101116,   21,     
  391,20101116,   22,     
  391,20101116,   23,     
  391,20101116,   24,     
  391,20101117,    1,     
  391,20101117,    2,     
  391,20101117,    3,     
  391,20101117,    4,     
  391,20101117,    5,     
  391,20101117,    6,     
  391,20101117,    7,     
  391,20101117,    8,     
  391,20101117,    9,     
  391,20101117,   10,     
  391,20101117,   11,     
  391,20101117,   12,     
  391,20101117,   13,     
  391,20101117,   14,     
  391,20101117,   15,     
  391,20101117,   16,     
  391,20101117,   17,     
  391,20101117,   18,     
  391,20101117,   19,     
  391,20101117,   20,     
  391,20101117,   21,     
  391,20101117,   22,     
  391,20101117,   23,     
  391,20101117,   24,     
  391,20101118,    1,     
  391,20101118,    2,     
  391,20101118,    3,     
  391,20101118,    4,     
  391,20101118,    5,     
  391,20101118,    6,     
  391,20101118,    7,     
  391,20101118,    8,     
  391,20101118,    9,     
  391,20101118,   10,     
  391,20101118,   11,     
  391,20101118,   12,     
  391,20101118,   13,     
  391,20101118,   14,     
  391,20101118,   15,     
  391,20101118,   16,     
  391,20101118,   17,     
  391,20101118,   18,     
  391,20101118,   19,     
  391,20101118,   20,     
  391,20101118,   21,     
  391,20101118,   22,     
  391,20101118,   23,     
  391,20101118,   24,     
  391,20101119,    1,     
  391,20101119,    2,     
  391,20101119,    3,     
  391,20101119,    4,     
  391,20101119,    5,     
  391,20101119,    6,     
  391,20101119,    7,     
  391,20101119,    8,     
  391,20101119,    9,     
  391,20101119,   10,     
  391,20101119,   11,     
  391,20101119,   12,     
  391,20101119,   13,     
  391,20101119,   14,     
  391,20101119,   15,     
  391,20101119,   16,     
  391,20101119,   17,     
  391,20101119,   18,     
  391,20101119,   19,     
  391,20101119,   20,     
  391,20101119,   21,     
  391,20101119,   22,     
  391,20101119,   23,     
  391,20101119,   24,     
  391,20101120,    1,     
  391,20101120,    2,     
  391,20101120,    3,     
  391,20101120,    4,     
  391,20101120,    5,     
  391,20101120,    6,     
  391,20101120,    7,     
  391,20101120,    8,     
  391,20101120,    9,     
  391,20101120,   10,     
  391,20101120,   11,     
  391,20101120,   12,     
  391,20101120,   13,     
  391,20101120,   14,     
  391,20101120,   15,     
  391,20101120,   16,     
  391,20101120,   17,     
  391,20101120,   18,     
  391,20101120,   19,     
  391,20101120,   20,     
  391,20101120,   21,     
  391,20101120,   22,     
  391,20101120,   23,     
  391,20101120,   24,     
  391,20101121,    1,     
  391,20101121,    2,     
  391,20101121,    3,     
  391,20101121,    4,     
  391,20101121,    5,     
  391,20101121,    6,     
  391,20101121,    7,     
  391,20101121,    8,     
  391,20101121,    9,     
  391,20101121,   10,     
  391,20101121,   11,     
  391,20101121,   12,     
  391,20101121,   13,     
  391,20101121,   14,     
  391,20101121,   15,     
  391,20101121,   16,     
  391,20101121,   17,     
  391,20101121,   18,     
  391,20101121,   19,     
  391,20101121,   20,     
  391,20101121,   21,     
  391,20101121,   22,     
  391,20101121,   23,     
  391,20101121,   24,     
  391,20101122,    1,     
  391,20101122,    2,     
  391,20101122,    3,     
  391,20101122,    4,     
  391,20101122,    5,     
  391,20101122,    6,     
  391,20101122,    7,     
  391,20101122,    8,     
  391,20101122,    9,     
  391,20101122,   10,     
  391,20101122,   11,     
  391,20101122,   12,     
  391,20101122,   13,     
  391,20101122,   14,     
  391,20101122,   15,     
  391,20101122,   16,     
  391,20101122,   17,     
  391,20101122,   18,     
  391,20101122,   19,     
  391,20101122,   20,     
  391,20101122,   21,     
  391,20101122,   22,     
  391,20101122,   23,     
  391,20101122,   24,     
  391,20101123,    1,     
  391,20101123,    2,     
  391,20101123,    3,     
  391,20101123,    4,     
  391,20101123,    5,     
  391,20101123,    6,     
  391,20101123,    7,     
  391,20101123,    8,     
  391,20101123,    9,     
  391,20101123,   10,     
  391,20101123,   11,     
  391,20101123,   12,     
  391,20101123,   13,     
  391,20101123,   14,     
  391,20101123,   15,     
  391,20101123,   16,     
  391,20101123,   17,     
  391,20101123,   18,     
  391,20101123,   19,     
  391,20101123,   20,     
  391,20101123,   21,     
  391,20101123,   22,     
  391,20101123,   23,     
  391,20101123,   24,     
  391,20101124,    1,     
  391,20101124,    2,     
  391,20101124,    3,     
  391,20101124,    4,     
  391,20101124,    5,     
  391,20101124,    6,     
  391,20101124,    7,     
  391,20101124,    8,     
  391,20101124,    9,     
  391,20101124,   10,     
  391,20101124,   11,     
  391,20101124,   12,     
  391,20101124,   13,     
  391,20101124,   14,     
  391,20101124,   15,     
  391,20101124,   16,     
  391,20101124,   17,     
  391,20101124,   18,     
  391,20101124,   19,     
  391,20101124,   20,     
  391,20101124,   21,     
  391,20101124,   22,     
  391,20101124,   23,     
  391,20101124,   24,     
  391,20101125,    1,     
  391,20101125,    2,     
  391,20101125,    3,     
  391,20101125,    4,     
  391,20101125,    5,     
  391,20101125,    6,     
  391,20101125,    7,     
  391,20101125,    8,     
  391,20101125,    9,     
  391,20101125,   10,     
  391,20101125,   11,     
  391,20101125,   12,     
  391,20101125,   13,     
  391,20101125,   14,     
  391,20101125,   15,     
  391,20101125,   16,     
  391,20101125,   17,     
  391,20101125,   18,     
  391,20101125,   19,     
  391,20101125,   20,     
  391,20101125,   21,     
  391,20101125,   22,     
  391,20101125,   23,     
  391,20101125,   24,     
  391,20101126,    1,     
  391,20101126,    2,     
  391,20101126,    3,     
  391,20101126,    4,     
  391,20101126,    5,     
  391,20101126,    6,     
  391,20101126,    7,     
  391,20101126,    8,     
  391,20101126,    9,     
  391,20101126,   10,     
  391,20101126,   11,     
  391,20101126,   12,     
  391,20101126,   13,     
  391,20101126,   14,     
  391,20101126,   15,     
  391,20101126,   16,     
  391,20101126,   17,     
  391,20101126,   18,     
  391,20101126,   19,     
  391,20101126,   20,     
  391,20101126,   21,     
  391,20101126,   22,     
  391,20101126,   23,     
  391,20101126,   24,     
  391,20101127,    1,     
  391,20101127,    2,     
  391,20101127,    3,     
  391,20101127,    4,     
  391,20101127,    5,     
  391,20101127,    6,     
  391,20101127,    7,     
  391,20101127,    8,     
  391,20101127,    9,     
  391,20101127,   10,     
  391,20101127,   11,     
  391,20101127,   12,     
  391,20101127,   13,     
  391,20101127,   14,     
  391,20101127,   15,     
  391,20101127,   16,     
  391,20101127,   17,     
  391,20101127,   18,     
  391,20101127,   19,     
  391,20101127,   20,     
  391,20101127,   21,     
  391,20101127,   22,     
  391,20101127,   23,     
  391,20101127,   24,     
  391,20101128,    1,     
  391,20101128,    2,     
  391,20101128,    3,     
  391,20101128,    4,     
  391,20101128,    5,     
  391,20101128,    6,     
  391,20101128,    7,     
  391,20101128,    8,     
  391,20101128,    9,     
  391,20101128,   10,     
  391,20101128,   11,     
  391,20101128,   12,     
  391,20101128,   13,     
  391,20101128,   14,     
  391,20101128,   15,     
  391,20101128,   16,     
  391,20101128,   17,     
  391,20101128,   18,     
  391,20101128,   19,     
  391,20101128,   20,     
  391,20101128,   21,     
  391,20101128,   22,     
  391,20101128,   23,     
  391,20101128,   24,     
  391,20101129,    1,     
  391,20101129,    2,     
  391,20101129,    3,     
  391,20101129,    4,     
  391,20101129,    5,     
  391,20101129,    6,     
  391,20101129,    7,     
  391,20101129,    8,     
  391,20101129,    9,     
  391,20101129,   10,     
  391,20101129,   11,     
  391,20101129,   12,     
  391,20101129,   13,     
  391,20101129,   14,     
  391,20101129,   15,     
  391,20101129,   16,     
  391,20101129,   17,     
  391,20101129,   18,     
  391,20101129,   19,     
  391,20101129,   20,     
  391,20101129,   21,     
  391,20101129,   22,     
  391,20101129,   23,     
  391,20101129,   24,     
  391,20101130,    1,     
  391,20101130,    2,     
  391,20101130,    3,     
  391,20101130,    4,     
  391,20101130,    5,     
  391,20101130,    6,     
  391,20101130,    7,     
  391,20101130,    8,     
  391,20101130,    9,     
  391,20101130,   10,     
  391,20101130,   11,     
  391,20101130,   12,     
  391,20101130,   13,     
  391,20101130,   14,     
  391,20101130,   15,     
  391,20101130,   16,     
  391,20101130,   17,     
  391,20101130,   18,     
  391,20101130,   19,     
  391,20101130,   20,     
  391,20101130,   21,     
  391,20101130,   22,     
  391,20101130,   23,     
  391,20101130,   24,     
  370,20101101,    1,10061
  370,20101101,    2,10063
  370,20101101,    3,10068
  370,20101101,    4,10078
  370,20101101,    5,10083
  370,20101101,    6,10091
  370,20101101,    7,10102
  370,20101101,    8,10110
  370,20101101,    9,10111
  370,20101101,   10,10114
  370,20101101,   11,10117
  370,20101101,   12,10120
  370,20101101,   13,10119
  370,20101101,   14,10121
  370,20101101,   15,10126
  370,20101101,   16,10130
  370,20101101,   17,10135
  370,20101101,   18,10140
  370,20101101,   19,10143
  370,20101101,   20,10146
  370,20101101,   21,10146
  370,20101101,   22,10146
  370,20101101,   23,10146
  370,20101101,   24,10141
  370,20101102,    1,10142
  370,20101102,    2,10140
  370,20101102,    3,10141
  370,20101102,    4,10142
  370,20101102,    5,10140
  370,20101102,    6,10137
  370,20101102,    7,10135
  370,20101102,    8,10136
  370,20101102,    9,10132
  370,20101102,   10,10128
  370,20101102,   11,10125
  370,20101102,   12,10123
  370,20101102,   13,10122
  370,20101102,   14,10121
  370,20101102,   15,10126
  370,20101102,   16,10121
  370,20101102,   17,10122
  370,20101102,   18,10123
  370,20101102,   19,10123
  370,20101102,   20,10122
  370,20101102,   21,10120
  370,20101102,   22,10112
  370,20101102,   23,10110
  370,20101102,   24,10107
  370,20101103,    1,10105
  370,20101103,    2,10103
  370,20101103,    3,10100
  370,20101103,    4,10098
  370,20101103,    5,10096
  370,20101103,    6,10096
  370,20101103,    7,10104
  370,20101103,    8,10107
  370,20101103,    9,10115
  370,20101103,   10,10119
  370,20101103,   11,10125
  370,20101103,   12,10126
  370,20101103,   13,10130
  370,20101103,   14,10135
  370,20101103,   15,10140
  370,20101103,   16,10147
  370,20101103,   17,10148
  370,20101103,   18,10154
  370,20101103,   19,10151
  370,20101103,   20,10150
  370,20101103,   21,10149
  370,20101103,   22,10146
  370,20101103,   23,10150
  370,20101103,   24,10152
  370,20101104,    1,10153
  370,20101104,    2,10154
  370,20101104,    3,10157
  370,20101104,    4,10159
  370,20101104,    5,10163
  370,20101104,    6,10158
  370,20101104,    7,10166
  370,20101104,    8,10174
  370,20101104,    9,10178
  370,20101104,   10,10185
  370,20101104,   11,10190
  370,20101104,   12,10191
  370,20101104,   13,10190
  370,20101104,   14,10190
  370,20101104,   15,10191
  370,20101104,   16,10195
  370,20101104,   17,10201
  370,20101104,   18,10204
  370,20101104,   19,10202
  370,20101104,   20,10204
  370,20101104,   21,10205
  370,20101104,   22,10203
  370,20101104,   23,10201
  370,20101104,   24,10200
  370,20101105,    1,10199
  370,20101105,    2,10201
  370,20101105,    3,10197
  370,20101105,    4,10196
  370,20101105,    5,10198
  370,20101105,    6,10198
  370,20101105,    7,10203
  370,20101105,    8,10207
  370,20101105,    9,10211
  370,20101105,   10,10214
  370,20101105,   11,10214
  370,20101105,   12,10210
  370,20101105,   13,10209
  370,20101105,   14,10204
  370,20101105,   15,10201
  370,20101105,   16,10194
  370,20101105,   17,10188
  370,20101105,   18,10182
  370,20101105,   19,10176
  370,20101105,   20,10170
  370,20101105,   21,10166
  370,20101105,   22,10161
  370,20101105,   23,10153
  370,20101105,   24,10150
  370,20101106,    1,10140
  370,20101106,    2,10132
  370,20101106,    3,10131
  370,20101106,    4,10134
  370,20101106,    5,10137
  370,20101106,    6,10138
  370,20101106,    7,10144
  370,20101106,    8,10150
  370,20101106,    9,10153
  370,20101106,   10,10150
  370,20101106,   11,10150
  370,20101106,   12,10146
  370,20101106,   13,10144
  370,20101106,   14,10139
  370,20101106,   15,10135
  370,20101106,   16,10133
  370,20101106,   17,10128
  370,20101106,   18,10130
  370,20101106,   19,10122
  370,20101106,   20,10116
  370,20101106,   21,10112
  370,20101106,   22,10104
  370,20101106,   23,10097
  370,20101106,   24,10090
  370,20101107,    1,10082
  370,20101107,    2,10073
  370,20101107,    3,10065
  370,20101107,    4,10061
  370,20101107,    5,10057
  370,20101107,    6,10053
  370,20101107,    7,10055
  370,20101107,    8,10054
  370,20101107,    9,10055
  370,20101107,   10,10053
  370,20101107,   11,10050
  370,20101107,   12,10043
  370,20101107,   13,10037
  370,20101107,   14,10036
  370,20101107,   15,10032
  370,20101107,   16,10029
  370,20101107,   17,10026
  370,20101107,   18,10024
  370,20101107,   19,10018
  370,20101107,   20,10009
  370,20101107,   21,10001
  370,20101107,   22, 9989
  370,20101107,   23, 9975
  370,20101107,   24, 9963
  370,20101108,    1, 9944
  370,20101108,    2, 9934
  370,20101108,    3, 9919
  370,20101108,    4, 9905
  370,20101108,    5, 9893
  370,20101108,    6, 9877
  370,20101108,    7, 9867
  370,20101108,    8, 9856
  370,20101108,    9, 9845
  370,20101108,   10, 9830
  370,20101108,   11, 9818
  370,20101108,   12, 9806
  370,20101108,   13, 9795
  370,20101108,   14, 9782
  370,20101108,   15, 9777
  370,20101108,   16, 9772
  370,20101108,   17, 9767
  370,20101108,   18, 9765
  370,20101108,   19, 9764
  370,20101108,   20, 9759
  370,20101108,   21, 9756
  370,20101108,   22, 9753
  370,20101108,   23, 9751
  370,20101108,   24, 9751
  370,20101109,    1, 9751
  370,20101109,    2, 9751
  370,20101109,    3, 9751
  370,20101109,    4, 9752
  370,20101109,    5, 9756
  370,20101109,    6, 9760
  370,20101109,    7, 9767
  370,20101109,    8, 9774
  370,20101109,    9, 9778
  370,20101109,   10, 9782
  370,20101109,   11, 9783
  370,20101109,   12, 9782
  370,20101109,   13, 9784
  370,20101109,   14, 9786
  370,20101109,   15, 9791
  370,20101109,   16, 9794
  370,20101109,   17, 9798
  370,20101109,   18, 9805
  370,20101109,   19, 9808
  370,20101109,   20, 9810
  370,20101109,   21, 9813
  370,20101109,   22, 9815
  370,20101109,   23, 9816
  370,20101109,   24, 9819
  370,20101110,    1, 9823
  370,20101110,    2, 9828
  370,20101110,    3, 9832
  370,20101110,    4, 9837
  370,20101110,    5, 9844
  370,20101110,    6, 9850
  370,20101110,    7, 9862
  370,20101110,    8, 9873
  370,20101110,    9, 9883
  370,20101110,   10, 9896
  370,20101110,   11, 9907
  370,20101110,   12, 9919
  370,20101110,   13, 9930
  370,20101110,   14, 9941
  370,20101110,   15, 9954
  370,20101110,   16, 9967
  370,20101110,   17, 9982
  370,20101110,   18, 9996
  370,20101110,   19,10009
  370,20101110,   20,10021
  370,20101110,   21,10029
  370,20101110,   22,10037
  370,20101110,   23,10044
  370,20101110,   24,10051
  370,20101111,    1,10059
  370,20101111,    2,10065
  370,20101111,    3,10067
  370,20101111,    4,10066
  370,20101111,    5,10064
  370,20101111,    6,10060
  370,20101111,    7,10057
  370,20101111,    8,10050
  370,20101111,    9,10035
  370,20101111,   10,10021
  370,20101111,   11,10001
  370,20101111,   12, 9981
  370,20101111,   13, 9952
  370,20101111,   14, 9929
  370,20101111,   15, 9907
  370,20101111,   16, 9887
  370,20101111,   17, 9870
  370,20101111,   18, 9856
  370,20101111,   19, 9855
  370,20101111,   20, 9855
  370,20101111,   21, 9868
  370,20101111,   22, 9873
  370,20101111,   23, 9878
  370,20101111,   24, 9883
  370,20101112,    1, 9885
  370,20101112,    2, 9891
  370,20101112,    3, 9898
